id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26653,Bank Spółdzielczy w Strzyżowie Oddział w Wiśniowej,Wiśniowa 150,38-124 Wiśniowa,1424,winnica,Tel: 17 277-59-84,bsstrzyzow.pl
point-26554,Bank Spółdzielczy w Sędziszowie Młp. Filia w Zagorzycach,Zagorzyce 185A,39-126 Zagorzyce,1424,winnica,Tel: 17 745-28-27,bssedziszow.pl
point-25933,Bank Spółdzielczy w Kolbuszowej I Oddział w Cmolasie,Cmolas 237B,36-105 Cmolas,1424,winnica,Tel: 17 283-77-10,bs-kolbuszowa.pl
point-27053,Powiatowy Bank Spółdzielczy w Opolu Lubelskim Oddział w Chodlu,ul. Rynek 40,24-350 Chodel,1424,winnica,Tel: 81 829-10-10,pbsopolelubelskie.pl
point-26294,Bank Spółdzielczy w Niemcach Punkt Obsługi Klienta w  Zagrodach,ul. Lubelska 45,21-080 Garbów,1424,winnica,Tel: 81 501-95-35,bsniemce.pl
point-25932,Bank Spółdzielczy w Kolbuszowej III Oddział w Majdanie Królewskim,ul. Rynek 1,36-110 Majdan Królewski,1424,winnica,Tel: 15 847-30-81,bs-kolbuszowa.pl
point-26651,Bank Spółdzielczy w Strzyżowie Oddział we Frysztaku,Plac Św.Floriana 9,38-130 Frysztak,1424,winnica,Tel: 17 277-79-04,bsstrzyzow.pl
point-24278,Bank Spółdzielczy w Nałęczowie,ul. 1 Maja 16,24-150 Nałęczów,1424,winnica,Tel: 81 501-41-80,bsnaleczow.pl
point-26736,Bank Spółdzielczy w Tarnobrzegu Oddział w Nowej Dębie,ul. Kościuszki 1/54A,39-460 Nowa Dęba,1424,winnica,Tel: 15 846-22-35,bstarnobrzeg.pl
point-26727,Bank Spółdzielczy w Tarnobrzegu Oddział w Gorzycach,ul. Piłsudskiego 1,39-432 Gorzyce,1424,winnica,Tel: 15 836-22-19,bstarnobrzeg.pl
point-26947,Bank Spółdzielczy Ziemi Kraśnickiej w Kraśniku Ekspozytura w Kosinie,Kosin 23,23-235 Annopol,1424,winnica,Tel: 15 831-01-06,bskrasnik.pl
point-24829,Bank Spółdzielczy w Wielopolu Skrzyńskim,ul. Rynek 196,39-110 Wielopole Skrzyńskie,1424,winnica,Tel: 17 221-48-66,bswielopole.pl
point-25561,Bank Spółdzielczy w Bieczu Oddział w Tarnowcu,Tarnowiec 219,38-204 Tarnowiec,1424,winnica,Tel: 13 442-40-14,bsbiecz.pl
point-26298,Bank Spółdzielczy w Niemcach Oddział w Kurowie Filia Markuszów,ul. Lubelska 68,24-173 Markuszów,1424,winnica,Tel: 81 881-89-00,bsniemce.pl
point-26152,Bank Spółdzielczy w Łomazach Oddział w Leśnej Podlaskiej,ul. Bialska 29,21-542 Leśna Podlaska,1424,winnica,Tel: 83 375-00-14,bslomazy.pl
point-26504,"Bank Spółdzielczy w Radzyniu Podlaskim Filia ""Zabielska""",ul. Wyszyńskiego 14,21-300 Radzyń Podlaski,1424,winnica,Tel: 83 352-76-24,bsradzyn.pl
point-24522,Bank Spółdzielczy w Radzyniu Podlaskim,ul. Ostrowiecka 35,21-300 Radzyń Podlaski,1424,winnica,Tel: 83 352-70-58,bsradzyn.pl
point-24539,Bank Spółdzielczy w Ropczycach,ul. Rynek 13,39-100 Ropczyce,1424,winnica,Tel: 17 221-80-29,bsropczyce.pl
point-26523,Bank Spółdzielczy w Ropczycach Punkt Kasowy ''Galeria'' w Ropczycach,ul. K.K.Wielkiego 23,39-100 Ropczyce,1424,winnica,Tel: 17 221-02-78,bsropczyce.pl
point-25512,Bank Spółdzielczy w Białej Podlaskiej Punkt Kasowy w Sworach,ul. Kościelna 10,21-536 Swory,1424,winnica,Tel: 83 345-83-53,bsbialapodlaska.com
point-27044,Bank Spółdzielczy w Lubartowie Oddział w Abramowie,ul. Szkolna 8A,21-143 Abramów,1424,winnica,Tel: 81 852-50-03,bslubartow.pl
point-26209,Bank Spółdzielczy w Międzyrzecu Podlaskim Oddział w Konstantynowie,ul. Janowska 27,21-543 Konstantynów,1424,winnica,Tel: 83 341-50-90,bsmiedzyrzec.pl
point-25934,Bank Spółdzielczy w Kolbuszowej II Oddział w Niwiskach,Niwiska 430,36-147 Niwiska,1424,winnica,Tel: 17 227-90-13,bs-kolbuszowa.pl
point-26512,Bank Spółdzielczy w Radzyniu Podlaskim Filia w Kocku,Plac Anny Jabłonowskiej 45,21-150 Kock,1424,winnica,Tel: 81 859-11-91,bsradzyn.pl
point-26510,Bank Spółdzielczy w Radzyniu Podlaskim Oddział w Borkach,ul. Spółdzielcza 46,21-345 Borki,1424,winnica,Tel: 81 857-42-13,bsradzyn.pl
point-26192,Bank Spółdzielczy w Łukowie Oddział w Kocku,ul. Jana Pawła II 35,21-150 Kock,1424,winnica,Tel: 81 859-10-22,bslukow.pl
point-26205,Bank Spółdzielczy w Międzyrzecu Podlaskim Oddział w Kąkolewnicy,ul. Lubelska 6,21-302 Kąkolewnica,1424,winnica,Tel: 83 372-27-73,bsmiedzyrzec.pl
point-26753,Bank Spółdzielczy w Trzebieszowie Oddział w Kąkolewnicy,ul. Lubelska 7,21-302 Kąkolewnica,1424,winnica,Tel: 83 372-20-14,bstrzebieszow.pl
point-26207,Bank Spółdzielczy w Międzyrzecu Podlaskim Punkt Kasowy nr 2 w Międzyrzecu Podlaskim,ul. Partyzantów 59D,21-560 Międzyrzec Podlaski,1424,winnica,Tel: 83 371-75-83,bsmiedzyrzec.pl
point-25559,Bank Spółdzielczy w Bieczu Filia w Nowym Żmigrodzie,Rynek 33,38-230 Nowy Żmigród,1424,winnica,Tel: 13 441-67-45,bsbiecz.pl
point-26534,Bank Spółdzielczy w Rymanowie Oddział w Nowym Żmigrodzie,ul. Mickiewicza 1,38-230 Nowy Żmigród,1424,winnica,Tel: 13 441-56-14,bsrymanow.pl
point-26813,Bank Spółdzielczy w Wielopolu Skrzyńskim Punkt Obsługi Klienta w Brzezinach,Brzeziny 166,39-111 Brzeziny,1424,winnica,Tel: 17 223-32-63,bswielopole.pl
point-26522,Bank Spółdzielczy w Ropczycach Filia w Ostrowie,Ostrów 223,39-103 Ostrów,1424,winnica,Tel: 17 223-57-21,bsropczyce.pl
point-26261,Bank Spółdzielczy w Nałęczowie Filia w Wąwolnicy,ul. Lubelska 5,24-160 Wąwolnica,1424,winnica,Tel: 81 882-50-19,bsnaleczow.pl
point-26206,Bank Spółdzielczy w Międzyrzecu Podlaskim Punkt Kasowy nr 1 w Międzyrzecu Podlaskim,ul. Prymasa Stefana Wyszyńskiego 7,21-560 Międzyrzec Podlaski,1424,winnica,Tel: 83 371-73-68,bsmiedzyrzec.pl
point-24222,Bank Spółdzielczy w Międzyrzecu Podlaskim,ul. Warszawska 22,21-560 Międzyrzec Podlaski,1424,winnica,Tel: 83 371-42-58,bsmiedzyrzec.pl
point-26440,Bank Spółdzielczy w Poniatowej Punkt Kasowy w Poniatowej przy UM,ul. Młodzieżowa 2,24-320 Poniatowa,1424,winnica,Tel: 81 820-30-09 wew. 51,bsponiatowa.pl
point-24454,Bank Spółdzielczy w Poniatowej,ul. 1 Maja 7B,24-320 Poniatowa,1424,winnica,Tel: 81 820-30-09,bsponiatowa.pl
point-25637,Bank Spółdzielczy w Cycowie Oddział w Michowie,ul. Partyzancka 20,21-140 Michów,1424,winnica,Tel: 81 856-60-14,bscycow.pl
point-25888,Bank Spółdzielczy w Kielcach Oddział w Dwikozach,ul. Spółdzielcza 2,27-620 Dwikozy,1424,winnica,Tel: 15 831-14-12,bskielce.com.pl
